Text,language
Gigantic rallies going on in Bengal but it is not even in top 10 states in covid-19 cases reported. Uttarakhand conducting Kumbh mela is also not in top 10. On the other hand Maharashtra at no 1 position alone accounts for 47% of total active caseload of India.,en
"@RanaAyyub @naqvimukhtar All participants will have to register on the Kumbh Mela Administration's official website and upload documents including a negative COVID-19 RT-PCR report, taken up to 72 hours prior, after which, an e-pass will be generated.",en
"@thewire_in All participants will have to register on the Kumbh Mela Administration's official website and upload documents including a negative COVID-19 RT-PCR report, taken up to 72 hours prior, after which, an e-pass will be generated.",en
"Negative covid 19 report is mandatory for Kumbh Mela that's the biggest and most important thing, anyone comparing it with Jamatis who spat on nurses , didn't disclose their location, ran away from quarantines is just doing monkey balancing or he is just a Hindu hater..  https://t.co/E3ZfBDRKrx",en
"Negative covid 19 report is mandatory for Kumbh Mela that's the biggest and most important thing, anyone comparing it with Jamatis who spat on nurses , didn't disclose their location, ran away from quarantines is just doing monkey balancing or he/she is just a Hindu hater..",en
Wonder why people are making an Issue of Kumbh Mela &amp; Shahi Snan during Covid second wave ?   Please haan Modi govt is doing this for us all. He wanted to Conduct some Research on a Theory whether Gangajal could cure Covid-19 so Live tests are going on?,en
@RanaAyyub Modi and Amit Shah are too eager to win elections at any cost. Just see the crowd in their election rallies. Kumbh Mela is another big event that attracts crowd without any fear or caution to prevent Covid-19 spread.,en
Thousands of saffron-clad seers and ash-smeared Nagas flouted Covid-19 norms and converged at Har Ki Pairi for a holy dip in the Ganga during the second royal bath of the Kumbh Mela #COVID19 #KumbhMela #COVID19India   https://t.co/pHas5sBan9,en
"@SamiullahKhan__ @milligazette @SharjeelUsmani @AdityaMenon22 @Delhiite_ @Habeebinamdar @kavita_krishnan @ambedkariteIND @AbdurRahman_IPS @ladeedafarzana @NabiyaKhan11 What will those who call the Tablighi Jamaat a Covid_19 bomb say on the occasion of Kumbh Mela today ???? Join the campaign against Kumbh-Mela Corona Bomb  Today, 12 April, 6: PM,,,  #KumbhMela_CoronaHotspot  @hashmi_adiba @HansrajMeena @MoCharoliya @imMAK02 @ladeedafarzana  https://t.co/79XigR6OmI",en
"“We are continuously appealing to people to follow COVID-19 appropriate behaviour. But due to the huge crowd, it is practically not possible to issue challans today. It is very difficult to ensure social distancing at ghats,” said Kumbh Mela Inspector General, Sanjay Gunjyal.",en
A lot of nonsense that goes on in the country infuriates us journalists but this Covid-19 Kumbh Mela tamasha takes the cake. The sheer audacity to flout Covid safety norms when India is seeing cases spike every day at record speed.,en
"More than one lakh devotees gathered on the banks of river Ganges in Uttarakhand's Haridwar for #Kumbh Mela, one of the largest religious congregations in the world. The devotees can be seen violating #COVID-19 norms at a time when the cases are at peak in the state.  https://t.co/WQsyDojCfR",en
"Kumbh Mela: Thousands flout Covid-19 norms, take dip in Ganga amid virus surge  https://t.co/H2liveWuh7",en
"@revathitweets Absolutely akka, you shared Telangana, I shared about the on going election states. Yes covid 19 doesn't care about TS or WB or any kumbh mela..continue with ""mask ""😷 Take care..",en
El repunte de casos de covid-19 en India no interrumpe la fiesta sagrada del 'Kumbh Mela' y casi un millón de devotos se baña en el río Ganges  https://t.co/lTcv1H760K,es
"“Nobody will be stopped in the name of Covid-19 as we are sure the faith in God will overcome the fear of the virus.”  Tens of thousands of people have gathered for the Maha Kumbh Mela, even though India is witnessing its most severe COVID-19 outbreak.   https://t.co/V3VQZ4puRv",en
"@amithpr “Owing to Covid-19 pandemic, strict implementation of Covid-19 norms is being ensured for the Kumbh."" --Kumbh Mela officer-in-charge Deepak Rawat, quoted in HT.  As @desaisantosh used to say, in India the intent is the act.",en
I think covid 19 second wave was a marketing stunt by Kumbh mela PR team.,en
Kumbh Mela: Thousands gather to take dip in Ganga river on Shahi Snan amid rise in COVID-19 cases  https://t.co/XscmqmKkyn,en
Kumbh Mela 2021: Thousands Take Dip in Ganga on Shahi Snan Amid Rising COVID-19 Cases  https://t.co/rPnDB9ui8d,in
"For those raising questions on Kumbh Mela. Read that headline again and again.  And yes, we don't spit on people or attack COVID-19 workers.  #KumbhMela2021 #KumbhMela  https://t.co/qBrzINSTYN",en
Kumbh Mela: Uttarakhand Police Use ‘Artificial Intelligence‘ To Regulate COVID-19 Rules Violators -   https://t.co/fWP3GusiRX #ai #intoAInews,en
"For all doing moronic comparision between Kumbh Mela and Tablighi Jamaat  1. Everyone gone to Kumbh has submitted a negetive COVID 19 report   2. Its an outdoor event, Tabligis were stuffed in closed rooms , sharing utensils  3. Nobody is coming from abroad with new variants!",en
Kumbh Mela: Thousands take dip in Ganga on Shahi Snan amid rising Covid-19 cases  https://t.co/EuGW9FxUdN,in
Never be a blind Hindu never . That’s the tweet #KumbhMela   Negative COVID-19 test report compulsory for devotees planning to attend Kumbh Mela: Uttarakhand High Court  https://t.co/96IZar6Wke,en
Kumbh Mela: Thousands take dip in Ganga on Shahi Snan amid nationwide Covid-19 surge  https://t.co/TUnU9cnD70,en
Kumbh Mela 2021: Thousands Take Dip in Ganga on Shahi Snan Amid Rising COVID-19 Cases  #KumbhMela2021 #KumbhMela #MahaKumbh #HaridwarMahakumbh2021 #HaridwarKumbh2021   https://t.co/THQiDFtnKw,in
"@PTI_News With Kumbh Mela holy dips in Ganges at Haridwar, spread of COVID 19 is minimal, as per US Health department advisory, one in a million by social contacts. you are blindly advising the public adhering to Western concepts, when will you take note of our wisdom ?",en
"Large gatherings, be it at the Kumbh Mela or Holi celebrations, have been the cause for much worry, as has been the opening of schools, writes @nikitadoval, #Mask, #Covid-19,  https://t.co/0N0i2ma2lo  https://t.co/Hpu8jYPs0y",en
Kumbh Mela: Uttarakhand Police Use Artificial Intelligence To Regulate COVID-19 Rules Violators - The Logical Indian  https://t.co/87ibHBYvL8 #artificialintelligence #ai #technology  https://t.co/UwkOwFEhDT,en
@nuts2406 TJ occurrence also coincided with the health minister declaring COVID-19 is not an emergency and the VP of this country asking some MPs to remove the mask to avoid spreading panic in Rajya Sabha . Now picture that with Kumbh Mela to see the full context,en
"At the beginning of Covid-19 in India, the Muslims at Tablighi Jamat were blamed for the rise of Coronavirus in India. Right now, the Kumbh Mela is in motion and no one talks shit about it. This is what India's secularism is about. Disgusting one-sidedness.  #ShameOnYogi",en
"For those raising questions on Kumbh Mela. Read that headline again and again.  And yes, we don't spit on people or attack COVID-19 workers.",en
#FactCheck- Does this image show recent ongoing Kumbh Mela in Haridwar held during the second COVID-19 wave in India?❌  #CoronavirusIndia #KumbhMela #KumbhMela2021 #Coronavirus #COVID19   WhatsApp No- 9049053770  https://t.co/rJEy9VQSev,en
Thousands of saffron-clad seers and ash-smeared Nagas flouted Covid-19 norms and converged at Har Ki Pairi for a holy dip in the Ganga during the second royal bath of the Kumbh Mela #COVID19 #KumbhMela #COVID  https://t.co/pHas5sBan9,en
"@umashankarsingh @WHO @UNICEF @UN next time @PMOIndia &amp; @drharshvardhan complains anything about covid-19 ignore. They are hypocrite. In india schools, colleges, jims, workplaces where ppl can follow guidelines are closed and what are open are election rallies, kumbh mela largest public gathering",en
Show this to those who are blaming Kumbh Mela for 2nd wave of Covid-19 in India.  https://t.co/vloPPrF3Ik,en
"Amid rising #coronavirus cases in the country, thousands of saffron-clad seers and ash-smeared Nagas flouted #COVID-19 norms and converged at Har Ki Pairi here for a holy dip in the Ganga during the second royal bath of the Kumbh Mela on Monday. #KumbhMela  https://t.co/ry7ImCj29i",en
"Amid a monumental surge in COVID-19 cases, India’s going ahead with Kumbh Mela, a cyclical pilgrimage of epic ...  https://t.co/blkhJjdPGG #technewsupdate #technewsdaily #technewsisawesome #technewsupdates",en
Kumbh Mela: Uttarakhand Police Use Artificial Intelligence To Regulate COVID-19 Rules Violators The Logical Indian  https://t.co/r1fNCNqOmB,en
Kumbh Mela: Uttarakhand Police Use Artificial Intelligence To Regulate COVID-19 Rules Violators - The Logical Indian: Kumbh Mela: Uttarakhand Police Use Artificial Intelligence To Regulate COVID-19 Rules Violators …  https://t.co/sJqmF3SHq3 #AI #artificialintelligence #Finperform  https://t.co/2YaTOxD5r5,ro
"❤️de kumbh mela mein covid 19 negative report le k jana hai. M@d@₹j@@t , tablighi jannat k g@@n∆ k keera.",in
Kumbh Mela: Thousands take dip in Ganga on Shahi Snan on day India reports 1.6 lakh Covid-19 cases  https://t.co/UQWRf6acOX,en
"Devotees flout COVID-19 guidelines during ‘Shahi Snan’ ahead of Kumbh Mela, netizens slam govt for tagging Tablighi Jamaat as spreader of the virus last year   #KumbhMela2021 #TablighiJamaat   https://t.co/Tqt8LgmykU",en
"Health experts had appealed for the Kumbh Mela festival to be cancelled, but the government went ahead  https://t.co/YYXxCriWQq&gt;Police officials say they are struggling to impose Covid-19 safety protocols and fine violators due to the huge crowds at the site.",en
"India overtakes Brazil as the world's second worst-hit country by COVID-19. PM Modi, Amit Shah To Hold Multiple Rallies In Poll-Bound West Bengal Today.  IPL has started. Kumbh Mela around the corner.  Mask up folks, stay safe.",en
Kumbh Mela: Thousands take dip in Ganga on Shahi Snan on day India reports 1.6 lakh Covid-19 cases  https://t.co/ohPgnvLWwB,en
"Uttarakhand | As many as 21,07,000 people have taken 'snan' in and around the Kumbh Mela area till 12 noon: Kumbh Mela Police Control Room (ANI)   21,07,000 possible Covid-19 infected patients ?  #COVIDIOTS #COVID19India #COVIDSecondWave",en
Netizens started trending Tablighi Jamaat and started questioning why is Kumbh Mela not responsible for violating the COVID-19 now? #COVIDIOTS   https://t.co/nTkCJchvOg,en
"Kumbh Mela 2021: Huge crowd gathers in Haridwar, flout Covid-19 norms. @kittybehal10 @2021mahakumbh #HaridwarMahakumbh2021 #Haridwar #KumbhMela2021 #KumbhMela  https://t.co/b87i504tnP",en
Kumbh Mela 2021: AI-enabled cameras to help Uttarakhand Police track Covid-19 violators  https://t.co/FXsdR8SMEi,en
Allowing Kumbh Mela to be organised when cases are piling at an all time high rate might be India's kryptonite. Biggest mistake since the beginning of pandemic. Brace yourselves....we are in for one hell of a ride! #COVIDIOTS #COVIDSecondWave #COVID19 #COVID #Covid_19,en
"India is witnessing disastrous 2nd Wave of covid-19  1.7 Lakh cases in last 24 hours Still, our Government finds it okay to let  Political Rallies Elections Kumbh Mela Gathering happen,  I guess Ignorance is Bliss! #CoronavirusIndia #COVIDIOTS  #COVIDSecondWave",en
"Covid-19, in its new avataar is very understanding:  1. It avoids Election Rallies. Especially it does not go to Rallies where ruling party leaders are present.  2. Those at Kumbh Mela are auto-immune.   3. Night Curfew is taken very seriously by Covid-19.  https://t.co/MFwtFN5uWa",en
@srivatsayb British govt to Modi govt — How Kumbh Mela has been organised through epidemics This year’s Kumbh Mela takes place amid fears that a massive gathering like this could turn out to be a Covid-19 super-spreader event.  https://t.co/zfMHMU3GaH via @ThePrintIndia,en
Kumbh Mela 2021: AI-enabled cameras to help Uttarakhand Police track Covid-19 violators  https://t.co/8FvdIGoMZ9,en
Kumbh Mela 2021: AI-enabled cameras to help Uttarakhand Police track Covid-19 violators  https://t.co/J7OD0ylbiP,en
"On one hand, govt announces #TikaUtsav to control the spread of Covid-19. On the other hand, govt allows Kumbh Mela.  Basically, govt is like Ajit.  ""Raabert, isko liquid oxygen mein daal do. Liquid isko jeene nahi dega, oxygen isko marne nahi dega.""",en
"Canadian church refuses COVID-19 shutdown order, so police threw the pastor in jail and put a metal fence around the entire church.  But you can't restrict Kumbh Mela in India. The increasing intensity of religion is the ruling party's vote base. #KumbhMela #KumbhMela2021",en
@rakhitripathi Tabliq Jamath kare tho COVID-19 spreading huwa ka jikar medical books mein bhi ek example ki tharah paish kare hain. Iss kumbh mela se COVID-19 ka spreading nahin hota kya?,in
